Control_ID,Control_Statement,TR_ID,Technical_Requirement
PP-CS-3,"The System Development Life Cycle (SDLC) methodology and supporting processes and tools are defined, maintained, reviewed and approved on a [INSERT TIME FRAME] basis.",PP-TR-300,"The Company documents, implements and communicates a System Development Life Cycle (SDLC) which incorporates privacy requirements, security requirements, security tools, and security activities in phases of system development."
PP-CS-3,"The System Development Life Cycle (SDLC) methodology and supporting processes and tools are defined, maintained, reviewed and approved on a [INSERT TIME FRAME] basis.",PP-TR-350,"For The Company systems deployed in its FedRAMP boundaries, controls are in place: - To prevent unauthorized and unintended information transfer via shared system resources,  - To prohibit remote activation of collaborative computing devices - To separate execution domains for each executing process"
PP-CS-3,"The System Development Life Cycle (SDLC) methodology and supporting processes and tools are defined, maintained, reviewed and approved on a [INSERT TIME FRAME] basis.",PP-TR-320,"For The Company systems deployed in its FedRAMP boundaries, The Company establishes restrictions on the use of open source software."
PP-CS-3,"The System Development Life Cycle (SDLC) methodology and supporting processes and tools are defined, maintained, reviewed and approved on a [INSERT TIME FRAME] basis.",PP-TR-340,"For The Company systems deployed in its FedRAMP boundaries, The Company generates error messages that provide information necessary for corrective actions without revealing information that could be exploited by adversaries. Error messages are revealed only to users of the System."
PP-CS-3,"The System Development Life Cycle (SDLC) methodology and supporting processes and tools are defined, maintained, reviewed and approved on a [INSERT TIME FRAME] basis.",PP-TR-360,"For The Company systems deployed in its FedRAMP boundaries, an information security architecture is established, maintained, and updated on a periodic basis. The information security architecture: - Describes the overall philosophy, requirements, and approach to be taken with regard to protecting the confidentiality, integrity, and availability of organizational information; - Describes how the information security architecture is integrated into and supports the enterprise architecture; and - Describes any information security assumptions about, and dependencies on, external services; - Reviews and updates the information security architecture at least annually or when a significant change occurs to reflect updates in the enterprise architecture; and - Ensures that planned information security architecture changes are reflected in the system security plan"
PP-CS-4,System development and information security roles and responsibilities are defined and communicated.,PP-TR-400,"The Company defines the roles and responsibilities for development, information security, and change management."
PP-CS-5,"The organization controls changes to systems within the System Development Life Cycle (SDLC) through formal, documented, and implemented change control procedures that incorporate information security considerations.",PP-TR-300,"The Company documents, implements and communicates a System Development Life Cycle (SDLC) which incorporates privacy requirements, security requirements, security tools, and security activities in phases of system development."
PP-CS-5,"The organization controls changes to systems within the System Development Life Cycle (SDLC) through formal, documented, and implemented change control procedures that incorporate information security considerations.",PP-TR-330,"For The Company systems deployed in its FedRAMP boundaries, software and firmware components are digitally signed using an approved certificate and verification occurs prior to component installation to production. If digital signatures/certificates are unavailable, alternative cryptographic integrity checks (hashes, self-signed certs, etc.) can be utilized to perform the verification."
PP-CS-6,Use of production data in non-production environments is prohibited.,PP-TR-600,The following security controls are implemented in any environment.
PP-CS-6,Use of production data in non-production environments is prohibited.,PP-TR-700,"In addition to security controls in PP-TR-600, the following security controls are implemented in non-production environment:"
PP-CS-6,Use of production data in non-production environments is prohibited.,PP-TR-800,"In addition to security controls in PP-TR-600, the following security controls are implemented in production environment"
PP-CS-6,Use of production data in non-production environments is prohibited.,PP-TR-900,"The Company does not use production data in non-production environments. Production data can be used in UAT (User Acceptance Test) environment provided UAT environment is configured and operated as Production and business justification is documented, reviewed, and approved."
PP-CS-7,Production environments are logically separate from non-production environments.,PP-TR-500,The Company logically separates non-production environments from the production environment.
PP-CS-8,"Organizational communication and data flows (i.e. system designs,  data flow diagrams) for applications and systems are documented and updated [INSERT TIME FRAME].",PP-TR-300,"The Company documents, implements and communicates a System Development Life Cycle (SDLC) which incorporates privacy requirements, security requirements, security tools, and security activities in phases of system development."
PP-CS-8,"Organizational communication and data flows (i.e. system designs,  data flow diagrams) for applications and systems are documented and updated [INSERT TIME FRAME].",PP-TR-310,"For The Company systems deployed in its FedRAMP boundaries, The Company builds data flow diagrams for applications which include interface characteristics, security requirements, and nature of the information communicated. Data flow diagrams are reviewed and updated at least  [INSERT TIME FRAME] and upon significant change."
PP-CS-9,"A Privacy strategy is established, documented, maintained, communicated and reviewed [INSERT TIME FRAME].",PP-TR-110,"The Company develops, documents, and maintains an Privacy strategy. The Privacy strategy is reviewed and refreshed  [INSERT TIME FRAME] and communicated to senior executives."
RM-CS-1,Organizational risk target/goals is presented to The Company Board of Directors.,RM-TR-100,"Organizational risk target/goals is presented to the Board of Directors on at least an annual basis, or as significant changes to the company's risk exposure occur."
RM-CS-1,Organizational risk target/goals is presented to The Company Board of Directors.,RM-TR-400,"The Board of Directors, or relevant committee thereof, reviews and approves the Organizational risk target/goals on at least an  [INSERT TIME FRAME] basis."
RM-CS-2,The Company Board of Directors reviews and approves the Core Security Risk Assessment on a [INSERT TIME FRAME] basis. ,RM-TR-300,"The Board of Directors, or relevant committee thereof, reviews and approves the Core Security Risk Assessment on at least an  [INSERT TIME FRAME] basis."
RM-CS-3,"The Company performs an Enterprise Security Risk Assessment to assess internal and external risks to the security, confidentiality, or integrity of personal information that could result in the unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise of such information and documents those risks that are material. ",RM-TR-500,"The Enterprise Security Risk Assessment includes an assessment of internal and external risks to the security, confidentiality, or integrity of personal information that could result in unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise."
RM-CS-3,"The Company performs an Enterprise Security Risk Assessment to assess internal and external risks to the security, confidentiality, or integrity of personal information that could result in the unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise of such information and documents those risks that are material. ",RM-TR-600,The Enterprise Security Risk Assessment is maintained by the Chief Information Security Officer or his or her designee.
RM-CS-4,The Company performs an Enterprise Threat Vector Assessment which includes the identification of key controls designed to mitigate risk of enterprise threat vectors.,RM-TR-1100,"The SVP, Security Risk reviews and approves the Enterprise Threat Vector Assessment on at least an  [INSERT TIME FRAME] basis, or as significant changes to the assessment are made."
RM-CS-4,The Company performs an Enterprise Threat Vector Assessment which includes the identification of key controls designed to mitigate risk of enterprise threat vectors.,RM-TR-900,The Enterprise Threat Vector Assessment includes an analysis of enterprise threat vectors which are both internal and external to The Company.
RM-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,RM-TR-1200,"Asset risk assessment lifecycle steps are risk identification, analysis, evaluation, and treatment."
RM-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,RM-TR-1300,"The Inherent Risk Rating (IRR), Control Assessment Rating (CAR), and Residual Risk Rating (RRR) for technology assets is defined in the Asset Criticality Risk Methodology."
RM-CS-6,The Company determines technology assets' Inherent Risk Rating (IRR).,RM-TR-1400,"The criteria used to calculate the IRR and prioritize technology assets is based on the asset's data classification, data volume, data availability, and whether the asset is internet-facing."
RM-CS-7,The Company performs technology asset Security Risk Assessments (SRAs) on a [INSERT TIME FRAME] basis. ,RM-TR-1500,Security Risk Assessments (SRAs) are performed for applicable applications and platforms as defined in the Asset Security Risk Methodology.
RM-CS-7,The Company performs technology asset Security Risk Assessments (SRAs) on a [INSERT TIME FRAME] basis. ,RM-TR-1600,"Based on the results of the Control Self-Assessment (CSA) process and the technology asset's Inherent Risk Rating (IRR), the Residual Risk Rating (RRR) is calculated. "
RM-CS-8,The Company communicates technology assets' security issue results and recommendations to appropriate stakeholders for resolution. ,RM-TR-1700,The Company identifies and communicates risk(s) to the issues management team in accordance with the Issues and Deviations process.
RM-CS-9,The Company maintains a list of security controls which are reviewed and approved on a [INSERT TIME FRAME] basis. ,RM-TR-1900,"The Company designs, implements, maintains, and documents safeguards that mitigate the material internal and external risks The Company identifies to the security, confidentiality, or integrity of personal information."
RM-CS-9,The Company maintains a list of security controls which are reviewed and approved on a [INSERT TIME FRAME] basis. ,RM-TR-2000,"The Company's security controls are designed to reduce the risk to personal information based on the volume, sensitivity, and likelihood, given the existence of other safeguards, that the risk could be realized and result in the unauthorized access, collection, use, alteration, destruction, or disclosure of the personal information."
ST-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-100,"The Company security awareness curriculum is developed and updated based on current threats, industry best practices, and significant information system changes."
ST-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-110,"Information Spillage or Unauthorized Access Notification "UAN" is included within Security Training."
ST-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-610,The Company documents and monitors individual information system security training activities including basic security awareness training and specific information system security training; and retains individual training records in accordance to The Company Records Retention Policy.
ST-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-200,The prescribed timeline for remedial and disciplinary actions for non-complete New Hire Security Training is outlined in the Mandatory Training policy. Remedial actions pursuant to this policy include  but is not limited to:
ST-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-100,"The Company security awareness curriculum is developed and updated based on current threats, industry best practices, and significant information system changes."
ST-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-200,The prescribed timeline for remedial and disciplinary actions for non-complete New Hire Security Training is outlined in the Mandatory Training policy. Remedial actions pursuant to this policy include  but is not limited to:
ST-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-110,"Information Spillage or Unauthorized Access Notification "UAN" is included within Security Training."
ST-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,ST-TR-610,The Company documents and monitors individual information system security training activities including basic security awareness training and specific information system security training; and retains individual training records in accordance to The Company Records Retention Policy.
ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-100,"The Company security awareness curriculum is developed and updated based on current threats, industry best practices, and significant information system changes."
ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-200,The prescribed timeline for remedial and disciplinary actions for non-complete New Hire Security Training is outlined in the Mandatory Training policy. Remedial actions pursuant to this policy include  but is not limited to:
ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-110,"Information Spillage or Unauthorized Access Notification "UAN" is included within Security Training."
ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-120,"In the event of an information system change to the FedRAMP boundary that triggers a Security Training content update, for example, the creation or significant update of Information Security policies or technologies, The Company will provide remedial Security Training to all employees and contractors. "
ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-210,The prescribed timeline for remedial and disciplinary actions for non-complete Annual Refresher Security Training is outlined in the Mandatory Training policy. Remedial actions pursuant to this policy include  but is not limited to:
ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-610,The Company documents and monitors individual information system security training activities including basic security awareness training and specific information system security training; and retains individual training records in accordance to The Company Records Retention Policy.
ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-100,"The Company security awareness curriculum is developed and updated based on current threats, industry best practices, and significant information system changes."
ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-200,The prescribed timeline for remedial and disciplinary actions for non-complete New Hire Security Training is outlined in the Mandatory Training policy. Remedial actions pursuant to this policy include  but is not limited to:
ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-110,"Information Spillage or Unauthorized Access Notification "UAN" is included within Security Training."
ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-120,"In the event of an information system change to the FedRAMP boundary that triggers a Security Training content update, for example, the creation or significant update of Information Security policies or technologies, The Company will provide remedial Security Training to all employees and contractors. "
ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-210,The prescribed timeline for remedial and disciplinary actions for non-complete Annual Refresher Security Training is outlined in the Mandatory Training policy. Remedial actions pursuant to this policy include  but is not limited to:
ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,ST-TR-610,The Company documents and monitors individual information system security training activities including basic security awareness training and specific information system security training; and retains individual training records in accordance to The Company Records Retention Policy.
ST-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,ST-TR-300,The Company has role-based training that is provided annually.
ST-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,ST-TR-610,The Company documents and monitors individual information system security training activities including basic security awareness training and specific information system security training; and retains individual training records in accordance to The Company Records Retention Policy.
ST-CS-6,The Company's Board receives Security Awareness training on [INSERT TIME FRAME].,ST-TR-400,The Company provides the Board of Directors annual Security Training that includes various information security topics.
ST-CS-7,New and existing employees (based on job role) receive [INSERT SPECIFIC TRAINING MODULE] training prior to starting their roles and responsibilities. Non-completions are handled pursuant to the Mandatory Training Policy. ,ST-TR-500,"The Company provides employees (based on job role) who transfer into a role responsible for implementing, maintaining, or monitoring the Information Security Management Program security-specific training."
ST-CS-7,New and existing employees (based on job role) receive [INSERT SPECIFIC TRAINING MODULE] training prior to starting their roles and responsibilities. Non-completions are handled pursuant to the Mandatory Training Policy. ,ST-TR-600,"Prior to a new employee (based on job role) starting their responsibilities for implementing, maintaining or monitoring the Information Security Management Program, security-specific training is completed."
ST-CS-8,The Company security training curriculum is developed and updated as needed based on current threats and industry best practices.,ST-TR-100,"The Company security awareness curriculum is developed and updated based on current threats, industry best practices, and significant information system changes."
ST-CS-8,The Company security training curriculum is developed and updated as needed based on current threats and industry best practices.,ST-TR-110,"Information Spillage or Unauthorized Access Notification "UAN" is included within Security Training."
ST-CS-8,The Company security training curriculum is developed and updated as needed based on current threats and industry best practices.,ST-TR-120,"In the event of an information system change to the FedRAMP boundary that triggers a Security Training content update, for example, the creation or significant update of Information Security policies or technologies, The Company will provide remedial Security Training to all employees and contractors. "
ST-CS-8,The Company security training curriculum is developed and updated as needed based on current threats and industry best practices.,ST-TR-105,The Company conducts phishing simulations.
TD-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,TD-TR-100,"Threat information is collected from open, human, commercial, and other sources, which are documented in the Threat Intelligence Playbook."
TD-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,TD-TR-200,Threat information is gathered to answer Priority Information Requirements as defined in the Cyber Intelligence Playbook.
TD-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,TD-TR-500,The Company Intelligence Analysts conduct research and analysis using a variety of research tools to enhance intelligence from the feeds.
TD-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,TD-TR-600,The Company Intelligence Analysts check applicability of threat information to The Company.
TD-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",TD-TR-300,The Company records threat intelligence that directly ties to Priority Intelligence Requirements in the Malware Information Sharing Platform (MISP) data warehouse.
TD-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",TD-TR-400,"The Company publishes identified indicators to threat detection and prevention technologies, including but not limited to network-based IPS and DNS Sinkholes."
TD-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",TD-TR-800,Threat Intelligence information is provided regularly to the Cyber Operations team and include actionable threat information that is relevant to current cyber operations at The Company.
TD-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",TD-TR-900,"Threat Intelligence reports are provided [INSERT TIME FRAME] to security teams and personnel, including the CISO, SVPs, BISOs, Security Advisements, and the Fraud Team. The reports include actionable threat information that is relevant to current cyber operations at The Company."
TD-CS-3,The Threat Intelligence Team provides threat intelligence and recommendations to implement countermeasures to appropriate parties as deemed necessary by management.,TD-TR-400,"The Company publishes identified indicators to threat detection and prevention technologies, including but not limited to network-based IPS and DNS Sinkholes."
TD-CS-3,The Threat Intelligence Team provides threat intelligence and recommendations to implement countermeasures to appropriate parties as deemed necessary by management.,TD-TR-700,The Threat Intelligence team provides detection or prevention recommendations and other threat information to appropriate parties once actionable threat intelligence has been produced for threats relevant to The Company.
TD-CS-4,The Company maintains an Insider Threat Program that includes a cross-discipline Insider Threat Incident Handling Team. ,TD-TR-1000,"The Insider Threat Program collects, analyzes, and correlates data; investigates identified suspicious activity; reports issues for appropriate remediation; assess likelihood of similar future exploitation by insider(s); and recommends solutions."
VR-CS-1,"The Company's Vendor Relations Oversight Program, including defined roles and responsibilities and supporting documentation is defined, implemented, approved, reviewed, and revised, [INSERT TIME FRAME].",VR-TR-100,The Company establishes a Vendor Relations Oversight Program including defining the roles and responsibilities involved in managing the regulatory compliance aspects of third party risk. The program is reviewed at least  [INSERT TIME FRAME].
VR-CS-1,"The Company's Vendor Relations Oversight Program, including defined roles and responsibilities and supporting documentation is defined, implemented, approved, reviewed, and revised, [INSERT TIME FRAME].",VR-TR-2500,Third party security events are reported to the Chief Information Security Officer within  [INSERT TIME FRAME] of receipt from the vendor.
VR-CS-10,Material changes to existing third party relationships require reassessment in accordance with The Company's Vendor Relations Oversight Program.,VR-TR-2300,Periodic reassessments of vendors are performed.
VR-CS-10,Material changes to existing third party relationships require reassessment in accordance with The Company's Vendor Relations Oversight Program.,VR-TR-2400,A material change occurs when responses to a New Engagement Questionnaire dictate a higher Inherent Risk Rating compared to previous engagements and the most recent assessment is outside the required cadence dictated by the higher Inherent Risk Rating.
VR-CS-2,"The Company conducts appropriate due diligence procedures, in accordance with The Company's formal Vendor Relations Oversight Program, prior to entering into contractual agreements with third parties.",VR-TR-200,The Company conducts due diligence before selecting and entering into a contract with a third party. Extent of due diligence performed is determined based on risk categories:
VR-CS-2,"The Company conducts appropriate due diligence procedures, in accordance with The Company's formal Vendor Relations Oversight Program, prior to entering into contractual agreements with third parties.",VR-TR-300,Due diligence may need to be performed by one or more of the following teams:
VR-CS-3,"The Company identifies, assigns, documents and maintains third party compliance risk ratings, in accordance with procedures performed under The Company's formal Vendor Relations Oversight Program.",VR-TR-200,The Company conducts due diligence before selecting and entering into a contract with a third party. Extent of due diligence performed is determined based on risk categories:
VR-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",VR-TR-400,"Prior to entering into a relationship with a vendor, The Company requires a written contract. Based on the service provided and data accessed, the contract may include one or more of the following:"
VR-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",VR-TR-500,"The vvendor agrees to adhere to The Company's External Party Security Standard and other relevant external security standards, as appropriate."
VR-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",VR-TR-600,"Contract language that deviates from standard The Company terms and conditions is reviewed by The Company Legal Department and, as applicable, Security prior to contract execution."
VR-CS-5,An inventory of The Company's approved vendors is defined and formally maintained.,VR-TR-700,The Company maintains an inventory of The Company approved third parties. Processes to address completeness and accuracy of the inventory of the vendor are implemented:
VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,VR-TR-1000,"The Company takes a risk-based approach in conducting client due diligence, during the credentialing process, based upon client industry, products consumed, as well as any applicable judicial or regulatory requirements."
VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,VR-TR-1100,The Company follows the general credentialing process outlined below to address security risks:
VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,VR-TR-800,"The Company's Credentialing and Account Services Team defines, documents and maintains an approved Credentialing process, with supporting documentation, which outlines the requirements to validate the legitimacy of The Company clients and the clients' permissible purpose to access The Company credit data or Sensitive Information under the Fair Credit Reporting Act (FCRA)."
VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,VR-TR-900,"The Company conducts a review and makes updates to the credentialing process and supporting documentation as deemed necessary, at least on an [INSERT TIME FRAME] basis."
VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,VR-TR-1300,"The Company takes a risk-based approach to the periodic re-credentialing of The Company clients with access to The Company Credit Data or Sensitive Information. The re-credentialing is performed to validate the continued client legitimacy and Permissible Purpose, based upon Client Industry, products consumed, as well as any applicable judicial or regulatory requirements."
VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,VR-TR-1400,The Company follows the general re-credentialing process outlined below to address security risks:
VR-CS-7,"A risk based process to review the admissibility of The Company Client's permissible purpose, in alignment with product consumption is in place.",VR-TR-1300,"The Company takes a risk-based approach to the periodic re-credentialing of The Company clients with access to The Company Credit Data or Sensitive Information. The re-credentialing is performed to validate the continued client legitimacy and Permissible Purpose, based upon Client Industry, products consumed, as well as any applicable judicial or regulatory requirements."
VR-CS-7,"A risk based process to review the admissibility of The Company Client's permissible purpose, in alignment with product consumption is in place.",VR-TR-1400,The Company follows the general re-credentialing process outlined below to address security risks:
VR-CS-8,The Company conducts training on credentialing program standards and procedures on a [INSERT TIME FRAME] basis.,VR-TR-1200,"The Company provides training to relevant employees on the Credentialing process on at least an annual basis, or as needed, as changes are made to the process or the supporting Credentialing process documentation."
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-1500,An approved third party risk assessment methodology is defined and implemented.
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-1600,The Company follows the Security Risk Assessment process outlined below to address cybersecurity risks:
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-1700,The Company takes a risk-based approach in assessing third party engagements and prioritizes third parties according to the Asset Risk Assessment Methodology. The criteria used to calculate the inherent risk rating (IRR) and prioritize third party engagements are based on the following data attributes:
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-1800,The Inherent Risk Rating (IRR) for third party engagements are defined below:
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-2000,The effectiveness of security controls within a vendors's environments are reviewed  [INSERT TIME FRAME].
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-2100,The Company performs assessments of third parties in alignment with program requirements.
VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",VR-TR-2300,Periodic reassessments of vendors are performed.
VM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,VM-TR-100,The Company receives vulnerability information from multiple sources.
VM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,VM-TR-200,"The Threat and Vulnerability Management teams review, analyze, and report on vulnerabilities newly identified by its vulnerability scanning vendor [INSERT TIME FRAME]."
VM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,VM-TR-300,The Threat Intelligence Team reviews and analyzes intelligence reports on vulnerabilities for relevant software and notifies the Threat and Vulnerability Management team of any relevant vulnerabilities.
VM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,VM-TR-400,The Company analyzes vulnerability information to determine the following:
VM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,VM-TR-410,"For The Company systems deployed in its FedRAMP boundaries, The Company analyzes vulnerability information using procedures and/or checklists to determine the following: Applicability to The Company systems and applications (i.e., is the affected technology in-use at The Company) Potential impact to The Company systems, applications, and data (i.e., if exploitation of this vulnerability could be a material risk to The Company)"
VM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",VM-TR-1700,Application and System Owners commence remediation planning for all critical vulnerabilities within [INSERT TIME FRAME] of identification.
VM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",VM-TR-1800,Application and System Owners mitigate any critical vulnerability within  [INSERT TIME FRAME] of vulnerability identification.
VM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",VM-TR-2800,Cyber Operations declares a Zero Day Alert and notifies all Application Owners and Patch Champions when a Critical vulnerability has been identified that meets the following criteria:
VM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",VM-TR-2900,Cyber Operations includes the following information in each Zero Day alert:
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-1720,"If a security event occurs due to a vulnerability exploitation, system and application owners are responsible for completion of remediation of the vulnerability within  [INSERT TIME FRAME] of notification of such event. If that vulnerability cannot be remediated within  [INSERT TIME FRAME] of its identification, then compensating controls are identified and implemented or the system is decommissioned within [INSERT TIME FRAME] of the identification of the vulnerability. "
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-1600,Application and System owners remediate or mitigate vulnerabilities within the following targeted timeframes:
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-1700,Application and System Owners commence remediation planning for all critical vulnerabilities within [INSERT TIME FRAME] of identification.
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-1800,Application and System Owners mitigate any critical vulnerability within  [INSERT TIME FRAME] of vulnerability identification.
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-2600,Application and System Owners review scan results to verify that the vulnerability has been remediated prior to reporting that the vulnerability has been remediated.
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-2700,"If automated scanning cannot verify remediation, manual testing is performed to validate that the vulnerability has been remediated and the vulnerability status must be manually updated in the vulnerability management system to reflect the status of the vulnerability."
VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,VM-TR-1710,"If a security event occurs due to a vulnerability exploitation, system and application owners are responsible for completion of remediation of the vulnerability within  [INSERT TIME FRAME] of notification of such event."
